Marital_status,Application_mode,Application_order,Daytime_evening_attendance,Previous_qualification_grade,Mothers_qualification,Admission_grade,Displaced,Debtor,Tuition_fees_up_to_date,Gender,Scholarship_holder,Age_at_enrollment,Curricular_units_1st_sem_enrolled,Curricular_units_1st_sem_evaluations,Curricular_units_1st_sem_approved,Curricular_units_1st_sem_grade,Curricular_units_1st_sem_without_evaluations,Curricular_units_2nd_sem_enrolled,Curricular_units_2nd_sem_evaluations,Curricular_units_2nd_sem_approved,Curricular_units_2nd_sem_grade,Curricular_units_2nd_sem_without_evaluations,Status
single,1,1,daytime,150.0,34,152.8,yes,no,yes,male,yes,18,5,7,4,12.75,0,5,5,0,0.0,0,0
single,44,1,daytime,150.0,37,150.0,yes,no,yes,male,no,22,5,7,4,14.5,0,5,5,5,14.6,0,1
single,1,1,daytime,133.1,1,112.0,no,no,yes,male,no,19,6,7,6,12.166666666666666,0,6,6,6,12.166666666666666,0,1
single,1,1,daytime,152.0,19,135.6,yes,no,yes,male,no,18,5,5,5,15.4,0,5,5,5,15.6,0,0
single,39,1,daytime,133.1,1,134.4,no,yes,no,male,no,31,5,9,2,13.333333333333334,0,5,9,2,16.0,4,0
single,39,1,evening,130.0,3,120.5,no,no,yes,male,no,28,5,5,0,0.0,0,5,5,0,0.0,0,0
single,1,1,daytime,148.0,1,141.4,no,no,yes,male,no,19,6,0,0,0.0,0,6,0,0,0.0,0,0
single,17,1,daytime,148.0,1,145.2,no,no,yes,male,no,20,6,7,6,13.714285714285714,0,6,8,6,14.714285714285714,0,1
divorced,39,1,daytime,130.0,19,140.0,no,no,yes,male,no,50,6,7,4,12.25,0,6,7,0,0.0,0,0
single,43,1,daytime,160.0,1,100.0,no,no,yes,male,no,38,6,9,5,16.0,1,6,11,4,16.5,0,1
married,39,1,evening,130.0,37,140.0,yes,no,yes,male,no,31,5,8,1,11.0,0,5,5,1,13.0,0,0
single,39,1,daytime,110.0,1,126.0,yes,no,yes,male,no,27,7,7,7,14.085714285714284,0,7,7,7,14.085714285714284,0,1
single,18,1,daytime,122.0,1,112.6,yes,no,yes,male,no,21,6,9,6,10.166666666666666,0,6,10,6,10.5,0,1
married,39,1,daytime,110.0,37,106.8,no,no,yes,male,no,34,5,8,1,10.0,0,5,9,0,0.0,0,0
single,51,1,daytime,129.0,2,121.6,yes,no,yes,male,no,19,5,10,0,0.0,0,5,7,1,10.0,0,1
married,39,1,evening,110.0,37,120.0,yes,no,no,male,no,40,5,10,2,10.5,0,5,5,3,10.666666666666666,0,0
single,1,1,daytime,170.0,38,160.6,yes,no,yes,male,yes,18,0,0,0,0.0,0,0,0,0,0.0,0,1
married,39,1,daytime,110.0,37,130.0,no,yes,no,male,yes,46,6,6,0,0.0,0,6,6,0,0.0,0,0
single,43,5,evening,110.0,34,110.0,no,no,yes,male,no,37,6,12,0,0.0,0,5,10,0,0.0,0,0
single,39,1,daytime,133.1,19,110.0,yes,no,yes,male,no,31,6,8,0,0.0,0,6,10,0,0.0,0,0
single,39,1,daytime,133.1,1,145.8,no,no,yes,male,no,34,6,15,5,13.333333333333334,0,6,15,5,12.4,0,1
single,1,6,daytime,126.0,10,130.2,yes,no,yes,male,yes,18,0,0,0,0.0,0,0,0,0,0.0,0,0
single,1,1,daytime,137.0,38,122.3,no,no,yes,male,yes,18,6,7,6,13.571428571428571,0,6,6,6,14.333333333333334,0,1
single,17,4,daytime,117.0,1,125.4,yes,no,yes,male,yes,19,6,6,6,12.833333333333334,0,6,7,6,11.166666666666666,0,1
single,43,1,evening,100.0,37,130.0,no,no,yes,male,no,40,5,6,4,10.25,0,8,18,5,11.2,5,0
single,39,1,daytime,120.0,1,150.0,no,no,yes,male,no,25,6,6,0,0.0,0,6,6,0,0.0,0,0
single,17,5,daytime,126.0,38,116.9,yes,yes,yes,male,no,20,5,5,4,14.5,0,6,8,3,13.333333333333334,0,0
single,17,1,daytime,122.0,19,114.7,no,no,yes,male,no,20,5,6,5,15.8,0,5,8,5,13.714285714285714,0,1
single,39,1,daytime,111.0,37,95.8,yes,no,no,male,no,43,6,0,0,0.0,0,6,0,0,0.0,0,0
single,17,4,daytime,139.0,37,133.1,yes,no,yes,male,no,18,5,8,4,12.5,0,5,7,3,14.666666666666666,1,1
single,43,1,daytime,150.0,2,150.0,no,no,yes,male,no,35,18,22,18,11.666666666666666,0,13,13,12,11.5,1,1
single,17,2,evening,116.0,37,118.5,no,no,yes,male,no,23,5,6,4,13.0,0,5,5,5,13.0,0,1
single,17,1,daytime,130.0,3,131.1,no,no,yes,male,no,19,7,8,7,12.12142857142857,0,9,12,8,11.50625,0,1
single,53,1,daytime,150.0,1,150.3,yes,no,yes,male,yes,21,11,15,9,14.22222222222222,0,9,15,7,13.75,0,1
single,43,1,daytime,132.0,3,120.5,no,no,yes,male,no,19,6,17,4,12.5,0,6,8,4,13.25,0,1
single,18,1,daytime,108.0,1,105.6,yes,no,yes,male,no,20,5,7,5,12.166666666666666,0,5,7,5,15.285714285714286,0,1
single,39,1,daytime,133.1,19,125.3,no,no,yes,male,yes,30,6,0,0,0.0,0,6,0,0,0.0,0,0
divorced,39,1,daytime,120.0,37,131.0,yes,no,yes,male,no,44,6,6,6,12.666666666666666,0,6,6,6,11.5,0,1
single,18,1,daytime,146.0,19,127.0,no,no,yes,male,no,19,8,8,7,13.614285714285714,0,8,8,7,13.614285714285714,0,1
single,44,1,daytime,150.0,2,150.0,yes,no,yes,male,no,22,18,32,12,12.857142857142858,1,12,15,10,14.3,0,1
single,1,1,daytime,160.0,3,149.2,no,no,yes,male,no,18,5,7,4,14.0,0,5,5,5,14.2,0,1
single,17,1,daytime,125.0,37,121.5,yes,no,yes,male,yes,21,6,8,4,14.75,0,6,6,5,11.8,0,1
single,1,2,daytime,125.0,37,137.3,no,no,yes,male,no,18,6,0,0,0.0,0,6,0,0,0.0,0,0
single,17,4,daytime,122.0,3,119.6,yes,no,yes,male,no,18,6,8,6,13.625,0,6,7,6,14.285714285714286,0,1
single,1,1,daytime,138.0,1,141.5,no,no,yes,male,no,19,0,0,0,0.0,0,0,0,0,0.0,0,1
single,44,1,daytime,150.0,1,150.0,yes,no,yes,male,no,21,6,12,4,11.8,0,6,11,4,11.875,0,0
single,39,1,daytime,140.0,3,110.0,no,no,yes,male,no,31,6,8,6,15.125,0,6,10,6,14.6,0,1
single,17,5,daytime,113.0,1,110.2,yes,no,yes,male,no,21,6,10,4,11.5,0,6,10,2,10.5,0,0
single,39,1,daytime,139.0,19,110.3,no,yes,yes,male,no,24,5,12,1,10.0,0,5,11,1,11.0,0,1
single,42,1,daytime,133.1,19,120.0,no,no,yes,male,no,27,4,8,0,0.0,0,5,10,0,0.0,0,0
single,1,5,daytime,118.0,19,114.2,yes,no,yes,male,no,20,5,9,3,10.333333333333334,0,5,6,5,12.8,0,1
single,44,1,daytime,140.0,1,140.0,yes,no,yes,male,no,22,5,9,0,0.0,0,5,6,2,11.666666666666666,0,1
single,1,1,daytime,144.0,19,132.8,no,no,yes,male,yes,19,6,9,4,12.0,2,6,10,4,12.5,0,1
single,18,1,daytime,125.0,1,121.5,yes,no,yes,male,no,19,6,6,6,13.833333333333334,0,6,6,6,14.5,0,1
single,1,1,daytime,131.0,1,127.2,yes,yes,yes,male,no,23,17,19,13,12.153846153846152,0,17,28,11,11.909090909090908,1,1
single,17,1,daytime,131.0,12,128.2,yes,no,yes,male,no,18,6,7,6,14.0,0,6,8,6,13.666666666666666,0,1
single,1,1,daytime,140.0,3,133.4,yes,no,no,male,no,29,6,8,6,16.5,0,6,6,5,13.8,0,1
single,39,1,daytime,133.1,1,120.0,yes,no,yes,male,no,29,5,11,1,18.0,2,5,10,3,13.333333333333334,2,0
single,44,1,daytime,140.0,1,140.0,no,no,yes,male,no,20,6,11,6,11.285714285714286,0,6,12,5,11.77777777777778,0,1
single,1,5,daytime,139.0,19,136.9,yes,no,yes,male,yes,19,0,0,0,0.0,0,0,0,0,0.0,0,1
single,17,3,daytime,125.0,3,117.0,yes,no,yes,male,no,22,0,0,0,0.0,0,0,0,0,0.0,0,1
single,1,2,daytime,117.0,3,110.7,yes,no,yes,male,no,20,6,10,5,14.0,0,6,10,6,12.0,0,1
single,39,1,daytime,150.0,19,160.0,yes,no,yes,male,no,24,5,13,4,13.75,1,5,9,3,12.0,0,1
single,1,1,daytime,95.0,37,95.0,no,no,no,male,no,21,6,9,4,13.25,0,6,6,5,11.0,0,0
single,39,1,daytime,150.0,37,148.8,no,no,yes,male,yes,25,5,7,4,14.25,0,5,7,4,14.75,0,1
single,39,1,daytime,120.0,37,110.0,no,no,no,male,no,32,5,9,0,0.0,1,5,5,0,0.0,0,0
single,43,1,evening,136.0,3,133.9,no,no,no,male,no,26,12,12,8,11.25,0,8,8,3,11.333333333333334,0,0
single,1,1,daytime,133.0,2,125.7,yes,no,yes,male,yes,18,6,7,6,13.5,0,6,8,6,12.5,0,1
single,17,1,daytime,125.0,1,116.6,no,no,yes,male,yes,19,6,8,5,12.666666666666666,0,6,10,6,12.857142857142858,0,1
single,1,3,daytime,127.0,19,141.0,yes,no,yes,male,yes,19,6,6,6,15.166666666666666,0,6,6,6,12.333333333333334,0,1
single,7,1,daytime,130.0,1,130.0,no,no,yes,male,no,27,6,6,6,13.166666666666666,0,5,7,5,15.142857142857142,0,0
single,53,1,daytime,130.0,19,130.0,no,yes,yes,male,no,21,12,20,10,11.8,0,12,15,9,11.444444444444445,0,1
single,17,1,daytime,127.0,19,115.8,no,no,yes,male,no,20,5,10,4,11.5,0,5,11,0,0.0,0,1
single,44,1,daytime,140.0,19,140.0,yes,no,yes,male,no,21,6,6,6,14.5,0,6,8,6,11.333333333333334,0,1
single,1,5,daytime,125.0,37,126.1,yes,no,yes,male,no,22,6,10,5,13.4,0,6,12,3,10.666666666666666,0,1
single,1,1,daytime,135.0,1,137.5,yes,yes,no,male,no,19,0,0,0,0.0,0,0,0,0,0.0,0,1
single,17,4,daytime,132.0,38,120.8,yes,no,yes,male,yes,18,5,8,4,10.8,0,5,10,2,12.5,0,0
single,39,2,daytime,110.0,19,136.5,no,no,yes,male,no,28,5,6,0,0.0,0,5,5,0,0.0,0,0
married,39,1,daytime,130.0,1,122.0,no,yes,no,male,no,25,10,23,6,11.428571428571429,0,7,15,4,12.0,1,0
single,43,1,daytime,130.0,37,130.0,no,no,yes,male,no,25,14,24,8,12.5,2,13,23,10,11.6,0,0
single,1,1,daytime,135.0,38,126.3,no,no,yes,male,no,18,5,11,2,13.5,0,5,11,3,12.333333333333334,0,1
single,1,1,daytime,133.1,4,98.0,no,no,yes,male,no,26,6,6,0,0.0,0,6,12,0,0.0,0,0
single,17,3,daytime,135.0,37,121.0,yes,no,yes,male,yes,18,5,8,5,12.75,0,5,7,5,11.5,0,1
single,43,1,daytime,128.0,19,124.2,yes,no,yes,male,no,22,6,17,3,11.333333333333334,3,6,14,3,12.333333333333334,0,1
single,39,1,daytime,140.0,1,130.0,no,no,yes,male,no,25,6,8,0,0.0,0,6,10,0,0.0,0,0
single,1,2,daytime,135.0,3,136.1,yes,no,yes,male,no,19,6,9,5,11.4,0,6,13,5,12.4,0,1
single,17,2,daytime,131.0,3,132.8,yes,no,yes,male,no,19,6,7,6,14.428571428571429,0,6,7,6,14.571428571428571,0,1
single,17,1,daytime,131.0,1,126.3,no,no,yes,male,no,19,7,9,7,12.492857142857144,0,8,10,8,11.7125,0,1
divorced,39,1,evening,100.0,1,111.5,no,no,yes,male,no,45,8,10,4,11.5,0,8,13,4,11.0,0,0
married,39,1,evening,140.0,37,118.2,no,no,yes,male,no,52,5,7,5,11.2,0,5,6,5,12.8,1,1
single,1,1,daytime,124.0,19,115.6,yes,no,no,male,no,20,5,9,3,12.0,1,5,7,3,11.0,0,0
single,1,1,daytime,130.0,38,117.8,yes,no,yes,male,no,19,8,8,7,15.885714285714286,0,8,8,7,15.885714285714286,0,1
single,1,1,daytime,142.0,1,127.0,no,yes,no,male,no,21,7,12,4,12.94,0,7,12,4,11.58,0,0
married,39,1,evening,150.0,37,140.0,no,no,no,male,no,35,6,6,6,14.0,0,6,6,6,14.166666666666666,0,1
married,39,1,daytime,110.0,37,106.0,yes,no,yes,male,no,36,0,0,0,0.0,0,0,0,0,0.0,0,1
divorced,39,1,daytime,110.0,37,151.0,no,yes,no,male,no,47,7,7,0,0.0,7,8,8,0,0.0,8,0
single,18,1,evening,112.0,43,106.4,no,no,yes,male,no,22,5,0,0,0.0,0,5,0,0,0.0,0,0
married,39,1,evening,100.0,37,125.3,yes,no,yes,male,no,41,5,8,4,11.25,0,5,8,3,11.0,1,0
single,7,1,daytime,130.0,34,130.0,no,no,yes,male,no,26,5,5,0,0.0,0,5,6,0,0.0,0,0
married,39,1,evening,133.1,34,116.0,no,no,no,female,no,51,6,13,4,11.25,0,6,12,0,0.0,1,0
married,39,2,evening,150.0,37,120.0,no,no,yes,female,no,43,5,11,3,10.666666666666666,0,5,10,4,12.5,0,1
married,39,2,evening,100.0,34,100.0,yes,no,yes,female,no,41,6,9,5,11.8,0,6,10,3,10.666666666666666,1,1
single,43,2,daytime,130.0,34,118.5,yes,no,yes,male,no,23,10,19,8,11.625,1,10,16,10,11.181818181818182,3,1
single,43,2,daytime,129.0,34,118.9,yes,no,yes,male,no,22,6,11,0,0.0,0,5,10,0,0.0,0,0
single,17,2,daytime,127.0,37,119.3,yes,no,yes,male,yes,25,6,8,4,10.25,0,6,6,4,11.25,0,0
single,43,1,evening,140.0,37,135.8,yes,no,yes,male,no,25,15,16,15,10.8,0,14,14,14,11.357142857142858,0,1
single,53,1,daytime,130.0,1,130.0,yes,no,no,male,yes,22,12,15,11,12.545454545454543,0,11,16,11,12.666666666666666,0,1
single,39,1,daytime,133.1,1,129.8,no,no,yes,male,no,24,7,7,7,13.571428571428571,0,6,9,5,13.4,0,1
single,39,1,daytime,140.0,38,150.0,no,no,yes,male,no,47,6,0,0,0.0,0,6,0,0,0.0,0,0
married,39,1,evening,133.1,37,111.9,yes,no,yes,male,no,41,5,5,0,0.0,0,5,5,0,0.0,0,0
single,39,1,daytime,120.0,37,150.1,yes,no,yes,male,no,43,6,9,6,14.77777777777778,0,6,11,5,12.2,0,1
single,39,1,daytime,133.1,1,130.0,no,no,yes,male,no,29,3,4,0,0.0,0,4,8,0,0.0,0,0
single,39,2,daytime,120.0,37,128.0,no,no,yes,male,no,30,2,2,0,0.0,0,2,2,0,0.0,0,0
single,39,2,daytime,133.1,19,102.5,no,no,no,male,no,26,4,4,0,0.0,0,5,0,0,0.0,0,0
single,39,2,evening,133.1,19,102.5,no,no,no,male,no,27,5,10,0,0.0,0,5,5,0,0.0,0,0
married,39,2,daytime,100.0,37,110.0,no,no,yes,male,yes,36,5,5,5,11.4,0,5,7,5,11.6,0,1
single,39,1,daytime,133.1,1,114.0,no,no,yes,male,no,29,9,13,6,11.666666666666666,0,7,10,6,10.857142857142858,0,0
single,42,1,daytime,120.0,34,128.2,yes,no,yes,male,no,35,10,12,7,11.285714285714286,0,8,8,5,13.0,0,0
single,1,1,daytime,128.0,38,116.5,no,no,yes,male,yes,18,6,12,4,11.5,0,6,10,5,12.6,0,1
single,1,1,evening,172.0,38,149.3,no,no,yes,male,yes,24,5,5,5,16.0,0,5,5,5,16.0,0,1
single,1,3,daytime,146.0,38,134.1,yes,no,yes,male,yes,18,6,6,6,12.5,0,6,7,6,12.666666666666666,0,0
single,17,4,daytime,135.0,38,126.6,yes,no,yes,male,no,18,5,7,4,12.0,0,5,10,3,13.0,3,1
married,43,1,daytime,160.0,37,120.0,no,no,yes,male,no,21,5,11,0,0.0,2,5,11,3,11.666666666666666,1,1
single,42,1,daytime,150.0,38,133.5,yes,no,yes,male,no,21,5,10,5,13.0,0,5,10,5,12.6,0,1
single,39,1,daytime,130.0,1,110.0,no,no,yes,male,no,32,18,27,13,13.714285714285714,1,12,18,12,12.083333333333334,0,1
single,1,4,daytime,111.0,37,107.5,yes,no,yes,male,yes,22,5,9,3,12.333333333333334,0,6,14,3,12.5,0,0
single,7,1,daytime,130.0,1,130.0,yes,no,no,male,no,32,17,31,11,12.727272727272728,4,12,24,10,12.7,1,0
single,43,1,daytime,170.0,34,111.6,no,no,yes,male,no,35,5,5,1,14.0,0,5,5,0,0.0,0,0
single,18,3,daytime,133.1,1,101.0,yes,no,no,male,no,23,5,0,0,0.0,0,5,0,0,0.0,0,0
single,39,1,evening,100.0,37,108.3,no,no,yes,male,no,39,6,8,5,11.4,0,6,12,3,11.0,1,1
married,43,1,daytime,120.0,34,128.2,no,no,yes,male,no,35,5,5,0,0.0,0,5,5,1,10.0,0,0
married,39,1,daytime,110.0,3,150.0,no,no,yes,male,no,32,6,8,6,18.875,0,12,14,12,17.692307692307693,0,1
single,1,1,daytime,133.1,34,142.8,no,no,yes,male,no,20,6,12,0,0.0,0,6,12,0,0.0,0,0
single,39,1,daytime,120.0,37,100.0,no,no,yes,male,no,34,7,15,6,11.333333333333334,0,7,16,4,12.6,0,1
single,7,1,evening,150.0,37,150.0,yes,no,yes,male,no,44,7,9,7,13.5,0,5,6,5,16.2,0,0
married,39,1,daytime,133.1,37,156.5,no,no,yes,male,no,53,11,12,2,15.0,7,9,10,3,10.0,4,1
single,39,1,daytime,120.0,37,98.6,no,yes,no,male,no,28,5,10,0,0.0,0,5,7,0,0.0,0,0
single,7,1,evening,130.0,37,130.0,no,no,yes,male,no,31,9,9,9,14.22222222222222,0,5,5,5,12.8,0,0
single,1,1,daytime,130.0,1,118.1,no,yes,no,male,no,18,0,0,0,0.0,0,0,0,0,0.0,0,1
single,39,1,daytime,100.0,1,120.0,no,yes,no,male,no,44,7,14,4,12.0,2,6,16,0,0.0,1,0
single,1,1,daytime,142.0,1,127.7,yes,no,yes,male,no,19,5,9,5,12.6,1,5,8,4,12.0,0,1
single,15,1,daytime,130.0,1,130.0,no,no,yes,male,no,21,12,12,12,15.083333333333334,0,11,15,11,13.083333333333334,0,1
single,18,1,daytime,148.0,3,147.7,no,no,yes,male,yes,18,5,5,0,0.0,0,5,5,0,0.0,0,0
single,44,1,daytime,170.0,19,170.0,yes,no,yes,male,no,20,6,8,6,14.5,0,6,10,6,15.3,0,1
single,39,1,daytime,110.0,37,110.2,no,no,yes,male,no,55,6,6,6,14.5,0,6,6,6,13.5,0,1
single,1,1,daytime,166.0,19,146.4,no,no,yes,male,no,27,5,12,3,10.0,0,5,12,1,13.0,0,1
single,17,2,daytime,135.0,12,121.0,no,no,yes,male,no,19,5,0,0,0.0,0,5,0,0,0.0,0,0
single,1,1,daytime,133.0,19,129.9,no,no,yes,male,no,18,5,5,5,11.6,0,5,5,5,13.2,0,1
married,39,1,daytime,133.1,37,132.0,no,no,yes,male,no,43,6,10,4,11.75,0,6,7,0,0.0,0,0
single,18,3,daytime,121.0,19,125.9,yes,no,yes,male,no,18,6,0,0,0.0,0,6,0,0,0.0,0,0
single,1,1,daytime,159.0,3,165.7,yes,no,yes,male,no,18,0,0,0,0.0,0,0,0,0,0.0,0,0
single,17,5,daytime,130.0,37,122.7,yes,yes,yes,male,yes,20,6,7,0,0.0,0,6,6,0,0.0,0,0
married,39,1,evening,121.0,37,141.4,no,yes,no,male,no,29,5,7,4,11.25,0,5,8,4,11.8,0,0
single,39,1,daytime,133.1,37,156.4,yes,yes,yes,male,no,44,6,9,5,11.571428571428571,0,6,11,0,0.0,0,0
single,1,1,daytime,146.0,37,148.5,yes,no,yes,male,no,18,5,7,4,10.0,0,5,8,1,16.0,0,1
single,44,1,daytime,140.0,37,140.0,no,no,yes,male,yes,20,6,11,5,13.833333333333334,0,6,13,6,12.3,0,1
single,43,1,daytime,125.0,38,131.7,yes,no,yes,male,no,20,6,6,4,12.75,0,9,12,3,12.666666666666666,0,0
married,39,2,daytime,120.0,37,104.7,yes,no,yes,male,no,36,4,4,0,0.0,0,5,9,0,0.0,0,0
single,44,1,daytime,150.0,5,150.0,yes,no,yes,male,no,19,6,13,5,11.6,0,6,12,2,11.0,0,1
married,39,1,daytime,110.0,37,110.0,no,no,no,male,no,29,5,5,0,0.0,0,5,5,0,0.0,0,0
single,1,1,daytime,120.0,1,129.1,yes,no,yes,male,no,18,6,6,4,11.25,0,6,10,3,10.333333333333334,0,0
single,39,1,daytime,133.1,1,120.0,no,no,no,male,no,24,6,0,0,0.0,0,6,0,0,0.0,0,0
single,1,1,daytime,133.1,3,127.0,no,no,yes,male,no,20,6,6,6,14.333333333333334,0,6,7,6,15.0,0,1
married,39,1,evening,133.1,19,151.5,no,yes,no,male,no,45,6,7,0,0.0,0,5,5,0,0.0,0,0
single,43,2,daytime,130.0,38,126.8,yes,no,yes,male,yes,28,23,23,20,13.5,3,23,23,20,13.5,3,1
single,1,1,daytime,160.0,19,140.8,yes,no,yes,male,no,23,6,8,6,12.666666666666666,0,6,10,5,12.2,0,1
single,1,1,daytime,128.0,1,125.6,yes,no,yes,male,no,18,7,7,7,12.444285714285714,0,8,11,7,11.347142857142858,0,1
single,1,2,daytime,140.0,19,127.8,yes,no,yes,male,no,23,5,7,3,10.666666666666666,1,5,7,3,11.333333333333334,0,0
single,43,1,daytime,120.0,3,120.0,yes,no,yes,male,no,22,0,0,0,0.0,0,0,0,0,0.0,0,1
single,1,1,daytime,140.0,19,131.3,no,no,yes,male,yes,22,6,6,6,12.666666666666666,0,6,6,5,12.4,0,1
single,39,1,evening,120.0,37,155.7,no,no,yes,male,no,33,5,5,5,13.2,0,5,6,5,14.833333333333334,0,1
single,53,1,daytime,130.0,1,128.5,no,no,yes,male,no,21,12,20,10,12.7,0,12,14,11,12.181818181818182,0,1
married,39,1,daytime,100.0,37,170.0,no,no,yes,male,no,45,5,6,5,14.833333333333334,0,5,5,5,14.8,0,1
married,39,1,daytime,133.1,37,100.0,no,no,no,male,no,44,10,10,4,11.5,0,7,8,1,12.0,0,0
divorced,39,1,daytime,110.0,19,107.2,no,no,yes,male,no,42,6,0,0,0.0,0,6,0,0,0.0,0,0
single,18,1,daytime,147.0,19,139.3,yes,no,yes,male,no,20,5,0,0,0.0,0,5,0,0,0.0,0,0
single,17,6,daytime,133.0,19,123.2,yes,no,yes,male,no,20,5,7,3,12.666666666666666,1,5,12,2,12.5,0,1
single,1,2,daytime,137.0,1,122.3,yes,no,yes,male,yes,20,6,7,6,14.714285714285714,0,6,6,6,12.5,0,1
single,17,2,daytime,124.0,1,127.9,yes,no,yes,male,no,20,6,11,3,13.666666666666666,0,6,13,4,10.25,0,1
single,1,2,daytime,128.0,1,120.3,no,no,yes,male,no,19,5,9,5,10.8,0,5,13,2,13.5,0,1
single,51,1,evening,120.0,1,128.5,no,yes,no,male,no,26,8,13,4,10.5,0,10,16,7,10.428571428571429,0,0
married,39,1,daytime,133.1,37,150.0,no,no,yes,male,no,31,6,10,6,15.0,0,6,11,5,12.5,0,1
single,1,1,daytime,142.0,1,136.1,no,yes,yes,male,yes,19,6,6,6,12.666666666666666,0,6,6,6,14.0,0,1
single,39,1,daytime,100.0,37,128.0,yes,no,yes,male,no,28,6,7,6,13.166666666666666,0,6,6,6,13.666666666666666,0,1
single,1,1,daytime,149.0,19,158.1,yes,no,yes,male,yes,20,0,0,0,0.0,0,0,0,0,0.0,0,1
married,1,2,evening,110.0,37,108.7,yes,no,yes,female,no,43,6,6,6,13.0,0,6,6,6,12.5,0,1
single,39,1,daytime,133.1,1,110.0,no,no,yes,male,yes,25,0,0,0,0.0,0,0,0,0,0.0,0,0
single,39,1,daytime,133.1,37,120.0,no,yes,yes,female,no,40,6,13,2,10.0,0,6,10,1,15.0,0,0
single,44,1,daytime,150.0,5,150.0,no,no,yes,female,no,20,6,7,6,13.333333333333334,0,6,16,5,13.375,0,1
married,39,1,evening,133.1,37,113.0,no,no,yes,female,no,46,6,13,3,12.333333333333334,0,6,6,6,13.333333333333334,0,1
single,51,1,daytime,121.0,19,118.6,no,no,yes,female,no,26,21,23,20,13.181818181818182,0,14,18,14,11.642857142857142,0,1
married,39,1,daytime,133.1,3,148.8,no,no,yes,female,yes,34,7,7,6,12.513333333333334,0,8,9,7,13.071428571428571,0,1
single,18,3,daytime,122.0,38,120.3,yes,no,yes,female,no,19,6,0,0,0.0,0,6,0,0,0.0,0,0
single,1,6,daytime,143.0,19,127.0,yes,no,yes,female,yes,18,8,8,7,13.585714285714284,0,8,8,7,13.585714285714284,0,1
single,1,1,daytime,123.0,19,113.8,yes,no,yes,female,no,18,7,9,7,11.155555555555557,0,8,10,8,11.425,0,1
single,39,1,evening,120.0,38,108.0,no,no,yes,male,yes,37,7,9,6,11.857142857142858,0,6,7,5,12.0,0,1
single,17,1,daytime,114.0,19,129.1,no,no,yes,male,yes,23,0,0,0,0.0,0,0,0,0,0.0,0,1
single,43,1,daytime,114.0,19,135.9,no,no,yes,male,no,26,14,14,14,14.0,0,13,13,13,13.615384615384617,0,1
single,10,2,daytime,154.4,19,154.4,yes,no,no,female,no,18,6,8,5,12.0,0,6,0,0,0.0,0,0
single,15,1,daytime,190.0,3,190.0,yes,no,yes,female,no,18,7,15,4,11.575,0,7,10,5,12.419999999999998,0,1
single,17,4,daytime,136.0,3,132.5,yes,no,yes,female,no,19,7,8,7,13.198571428571428,0,8,8,8,13.0625,0,1
single,10,2,daytime,163.3,19,163.3,no,no,yes,female,no,18,6,10,6,13.5,0,6,12,6,12.0,0,1
single,1,1,daytime,126.0,1,122.5,yes,no,yes,female,no,19,6,6,6,13.333333333333334,0,6,8,5,12.8,0,0
single,17,4,daytime,122.0,1,121.0,yes,no,yes,male,no,20,5,10,4,14.25,0,5,14,1,10.0,0,1
single,17,1,daytime,137.0,1,131.8,no,no,yes,female,yes,22,6,7,6,12.166666666666666,0,6,9,4,12.0,0,1
single,1,3,daytime,139.0,19,135.0,yes,no,yes,female,yes,18,8,8,7,12.214285714285714,0,8,8,7,12.214285714285714,0,1
single,17,1,daytime,142.0,19,141.7,no,no,yes,female,yes,18,6,8,6,12.666666666666666,0,6,6,6,13.0,0,1
single,1,3,daytime,133.1,38,131.3,yes,no,yes,female,yes,18,6,7,6,12.285714285714286,0,6,6,6,13.5,0,1
single,1,6,daytime,126.0,38,123.9,yes,no,yes,female,yes,18,6,7,6,13.0,0,6,6,6,13.0,0,1
single,1,2,daytime,131.0,4,126.1,yes,no,yes,female,no,18,6,8,6,12.142857142857142,0,6,6,6,11.166666666666666,0,1
single,17,6,daytime,131.0,1,126.5,yes,no,yes,female,yes,19,7,8,7,13.875714285714285,0,8,9,7,13.085714285714284,0,1
single,17,1,daytime,108.0,19,107.3,no,no,yes,female,no,20,6,0,0,0.0,0,6,0,0,0.0,0,0
single,17,4,daytime,133.1,1,95.0,yes,no,yes,female,yes,19,6,12,6,11.666666666666666,0,6,7,0,0.0,0,0
single,1,2,daytime,122.0,3,116.1,yes,no,yes,female,no,18,6,13,6,13.153846153846152,0,6,12,3,11.0,0,1
single,1,4,daytime,143.0,1,134.6,yes,no,yes,female,yes,18,6,6,6,14.5,0,6,6,6,12.833333333333334,0,0
single,17,6,daytime,135.0,19,128.0,yes,no,yes,female,yes,18,7,7,7,14.44142857142857,0,8,8,8,13.65625,0,1
single,17,2,daytime,148.0,3,144.2,yes,no,yes,female,no,18,6,6,6,15.166666666666666,0,6,7,6,14.285714285714286,0,1
single,17,1,daytime,134.0,19,129.5,no,no,yes,female,yes,18,5,5,5,11.6,0,5,12,4,12.625,0,1
single,17,1,daytime,122.0,1,116.8,yes,yes,yes,female,no,18,6,6,6,11.666666666666666,0,6,6,6,12.333333333333334,0,1
single,44,1,daytime,160.0,37,160.0,no,no,yes,female,yes,20,6,8,6,12.625,0,6,10,6,13.2,0,1
single,16,2,daytime,126.0,38,127.1,yes,no,yes,female,yes,19,6,14,3,12.666666666666666,0,6,7,6,11.0,0,1
